business_id,city,latitude,longitude,neighborhood,review_count,stars,city-state,is_restaurant,is_bar
OZF7EM-W-2-V0LQOYSYhBA,Scarborough,43.7758970083,-79.3174695969,Scarborough,119,3.0,Scarborough-ON,True,False
NtdC-iaMHp8z8tMFOl6VYQ,Scarborough,43.808365,-79.267446,Milliken,5,3.0,Scarborough-ON,True,False
2vuAlukfUZf3vbHsexEeDw,Toronto,43.672212,-79.467928,The Junction,13,1.0,Toronto-ON,True,False
4wO5Dxwv_iXDrbPokCeLFQ,Mississauga,43.6388440939,-79.7159683301,Meadowvale Village,10,4.0,Mississauga-ON,True,False
6rsMnUHe7Z9U5t6W4NPPkg,Toronto,43.6398907,-79.3988179,City Place,7,3.0,Toronto-ON,True,False
VRwT0pscR5vESCrAnUpNwQ,Toronto,43.6448775,-79.3987981,Unknown,426,4.0,Toronto-ON,True,False
ZumOnWbstgsIE6bJlxw0_Q,Toronto,43.6453708,-79.3980109,Unknown,460,4.5,Toronto-ON,True,False
TyCoINxmCnaWVHzWUT3xKQ,Toronto,43.6546979,-79.4218058,Bickford Park,72,3.0,Toronto-ON,True,False
fGELDkLQtHmeBvJER8QEkg,Mississauga,43.549987,-79.5879321,Port Credit,3,5.0,Mississauga-ON,True,False
hmEM8tyaD04mf6VXPG5JhQ,Toronto,43.6548013,-79.3896957,Downtown Core,9,3.0,Toronto-ON,True,False
g6YFAgMlCzj7Ga3KTbU08w,Vaughan,43.8587573163,-79.4873654097,Unknown,54,2.0,Vaughan-ON,True,True
WW_oh8NfnHH32L_H5Kn1Ig,Scarborough,43.7494692,-79.277553,Scarborough,30,4.0,Scarborough-ON,True,False
aRqxT28Tdz2aDiZ7Vkyejw,Toronto,43.6641761664,-79.4149611996,Koreatown,203,4.0,Toronto-ON,True,False
wQtlDPD5J4IkL8oIyvRjiQ,Mississauga,43.6483993,-79.6558701,Hanlan,5,3.5,Mississauga-ON,True,False
kZODkgjQ47tyzasVdHiBdA,Mississauga,43.543805,-79.6825407,Erin Mills,5,3.0,Mississauga-ON,True,False
49fcUkW5tOHlqBakrWTMzQ,Toronto,43.6469452208,-79.4065953791,Trinity Bellwoods,156,3.5,Toronto-ON,True,False
pNlCFEtmyrGMX6dfbPoaXg,Toronto,43.655302,-79.4147079,Bickford Park,18,4.0,Toronto-ON,True,False
VYU2sbkozVV_O06RRBhjvw,Pickering,43.8203909,-79.1136194,Unknown,14,3.5,Pickering-ON,True,True
JsbNLJZbMFQBgT7BuMrE6w,Vanier,45.431425,-75.662359,Unknown,46,4.5,Vanier-ON,True,False
ri2oTIqmqMB6XOwvM2pDuQ,Woodbridge,43.7914975107,-79.5511870751,Pine Grove,43,3.5,Woodbridge-ON,True,False
qiZ7t01x0xqqB0RIvO3yuQ,Markham,43.87212,-79.268287,Unionville,48,3.5,Markham-ON,True,False
w_rv5AjdUWGnDj2KUOloog,Scarborough,43.815172,-79.3225472,Scarborough,23,3.0,Scarborough-ON,True,False
gbXd_463dTvZsS7ilBlK7A,Richmond Hill,43.8537598,-79.3923729,Unknown,6,4.5,Richmond Hill-ON,True,False
Uq4S_qtPsC4c46FP5G3e1Q,Toronto,43.6539212,-79.4006408,Kensington Market,6,3.5,Toronto-ON,True,False
RUgRzFdgdLIoHQxeVTXttA,Toronto,43.649375,-79.4291044,Little Portugal,30,3.5,Toronto-ON,False,True
hlrZHM4D48XiQtXh6cRg_w,Toronto,43.6469106,-79.37434089999999,St. Lawrence,263,3.0,Toronto-ON,True,False
5RhPweNnzS-6Z9yjJ5nrgw,North York,43.7140387,-79.3342233,Unknown,3,2.5,North York-ON,True,False
ySG8ryvIOkwNF2hKG6pYkw,Mississauga,43.6454686903,-79.704356119,Unknown,79,4.0,Mississauga-ON,True,False
DtzDpAflD41-rI6njywacw,Toronto,43.7097839401,-79.3988528475,Yonge and Eglinton,7,2.0,Toronto-ON,True,False
82uTKEiIW8yqTPZFEfP1Xg,Toronto,43.7836563,-79.2879344,Scarborough,13,2.5,Toronto-ON,True,False
54pZDRQK5QU8mDQWQ9FeAQ,Toronto,43.7067313,-79.3758218,Mount Pleasant and Davisville,15,4.0,Toronto-ON,True,False
9xLWpBR6eMqoRoK9Jf0WZg,Caledon East,43.8543576,-79.8228516,Unknown,4,3.0,Caledon East-ON,True,False
ErTB7R4rJNUUV8nsUVG26Q,Toronto,43.6442207,-79.4006551,Unknown,145,4.0,Toronto-ON,True,False
3J0LNbYzW5ALNStufohwMA,Whitby,43.8732682,-78.9049750174,Unknown,27,3.5,Whitby-ON,True,False
cmg9gCFxpOBRFrn5cG2MVQ,Bradford,44.1084435,-79.5850135,Unknown,7,4.5,Bradford-ON,True,False
l7bLPv5G6JwOySt8Wo7xkg,Toronto,43.69306,-79.333599,East York,35,4.0,Toronto-ON,True,False
9-yRTZGbhNwvDhxRKqZmtQ,Brampton,43.675829,-79.7687929,Unknown,5,3.5,Brampton-ON,True,False
jloxQmdGDSkfNMfoj2d8AQ,Mississauga,43.584124,-79.716799,Streetsville,32,3.5,Mississauga-ON,True,False
R_FPW5LwDXv_idWAYwpRIw,Oakville,43.516768,-79.6870776,Unknown,10,4.5,Oakville-ON,True,False
_81fRJ9m8Fn1s8ixPun46A,Toronto,43.7639042111,-79.4111878641,Willowdale,201,4.0,Toronto-ON,True,False
BxcLVgA6BndKDJol0ZZu0g,Toronto,43.6441349,-79.4014594,Unknown,118,3.0,Toronto-ON,False,True
UyN4L-8ocNG_7Mq6fRa5YQ,Scarborough,43.7729494,-79.2813443,Scarborough,101,3.0,Scarborough-ON,True,False
PX1g0RQIdVdsJI9b6ATsgQ,Mississauga,43.5949363708,-79.6852035522,East Credit,16,3.5,Mississauga-ON,True,False
F_2ary7MYCwyWuGnN0sgeA,Toronto,43.6648437,-79.3859297,Downtown Core,12,2.0,Toronto-ON,True,False
eH4f7_hN8qzamuXBOvVLdg,Toronto,43.6951752,-79.3428606,East York,10,2.5,Toronto-ON,True,False
J6x28YX3K7ErHU0uPMSfyA,Markham,43.8289604,-79.3511332,Unknown,50,4.0,Markham-ON,True,False
nWJeTpmOcfx7fzefY4hlhw,North York,43.7130694,-79.4566389,Unknown,3,2.0,North York-ON,True,False
yP71_LfUPnGIRqA2g09RoQ,Toronto,43.6723868,-79.3206817,Leslieville,58,4.5,Toronto-ON,True,True
7TLrRPcU_fPPESzEXhrxmA,Etobicoke,43.6284516,-79.550149,Etobicoke,4,3.0,Etobicoke-ON,True,False
_xJINZ8_Dtvi8r29qkXCCw,Toronto,43.6723464,-79.3960037,The Annex,29,3.5,Toronto-ON,True,False
ctTiEiUTY_FvnZ0ovBeZWQ,Toronto,43.6476825,-79.3830131,Financial District,21,4.0,Toronto-ON,True,False
22qmrbn4SgYmrjMnOhmo7Q,Toronto,43.6764604,-79.3585316,The Danforth,14,1.5,Toronto-ON,True,False
9yWFeq03_KasRdaEKdZXJQ,Etobicoke,43.6184786,-79.5440473,Etobicoke,3,3.5,Etobicoke-ON,True,False
J6-VBRrhHImiMHLpIwG7zA,Vaughan,43.8372079,-79.508276,Unknown,11,4.5,Vaughan-ON,True,False
_viJXCHkTCTLS9_HtCLq2A,Toronto,43.6796994,-79.4359935,Unknown,9,4.0,Toronto-ON,True,False
MW1vK27V6fqOPbJcRnttsQ,Toronto,43.822398,-79.275451,Milliken,3,4.0,Toronto-ON,True,False
9WTU-yZe09XKG8FVf59zUw,Toronto,43.7377773921,-79.4333077083,Unknown,13,2.5,Toronto-ON,True,False
dmyZj4cGpfrqhUMjYt10AA,Mississauga,43.5502715,-79.7171793,Erin Mills,6,2.5,Mississauga-ON,True,False
YrFBrZSOPqR37lQrUG2gGw,Toronto,43.6657515,-79.3506604,Riverdale,6,2.0,Toronto-ON,True,False
W09XNvokpbgvfNGB_ms8tg,Richmond Hill,43.8450976,-79.3839546,Unknown,19,3.5,Richmond Hill-ON,True,False
Pprj3lMHpSm_Q1Lw_j4xdQ,Etobicoke,43.5922886,-79.541779,Etobicoke,182,4.0,Etobicoke-ON,True,True
c-TjBr30IJ-mxosFUovgig,Markham,43.8240357,-79.3268559,Unknown,26,4.0,Markham-ON,True,False
iJ1Lw70ChMkUQOr7DkJiiw,Aurora,44.0203575,-79.4489742,Unknown,3,4.0,Aurora-ON,True,False
_H275sBtkJX0yJ5Br_vM0A,Toronto,43.6478500778,-79.3760866783,St. Lawrence,3,3.5,Toronto-ON,True,True
d3olNIBeuH4Eeqc3mkX8LA,Toronto,43.6644156,-79.4140423,Koreatown,69,4.0,Toronto-ON,True,False
aO94Wsh2VzrgdCXu26OJEQ,Toronto,43.693571,-79.350145,East York,63,4.0,Toronto-ON,True,False
d8DecPaXGgv-jFYQeGCXUg,Mississauga,43.6094460126,-79.6897595436,East Credit,69,4.0,Mississauga-ON,True,False
YgKpIffhBCpIJgMT6xg01w,Scarborough,43.7769947,-79.2620875,Scarborough,84,3.5,Scarborough-ON,True,False
g2D_wEAM3K8rU1xFBxvguQ,Mississauga,43.642006,-79.6738885,Unknown,4,3.5,Mississauga-ON,True,False
GFhlhdFYjuW47z192L3Qbg,Toronto,43.6474734,-79.3839517,Financial District,4,3.0,Toronto-ON,True,False
uihTYXRdc8Phdh8pgu_6ZA,Toronto,43.7591328,-79.3105399,Scarborough,6,3.0,Toronto-ON,True,False
SJBzyJDCR_f6dx5tpYAABA,Toronto,43.6005652,-79.5055992,New Toronto,12,4.5,Toronto-ON,True,True
v0a2G9zBDM3hVprzSy39Kw,Toronto,43.663956,-79.41755,Koreatown,83,3.5,Toronto-ON,True,False
64kpo_0UjVcy0x1o4CgyXQ,Toronto,43.65991,-79.37929,Downtown Core,18,2.5,Toronto-ON,True,False
eWypg4Z9zCe66doPZf9Qjg,Toronto,43.6718824,-79.3784042,Unknown,5,3.5,Toronto-ON,True,True
GgPlBfiSNt3MVyMlhXohaw,Palmerston,43.845118719,-80.7597420661,Unknown,3,3.5,Palmerston-ON,True,False
d_oEgPEL7jaMVDBsRf2t-A,Richmond Hill,43.8663797,-79.386063,Unknown,51,4.0,Richmond Hill-ON,True,False
mYzlPKXvOVRrQivHnDqD5g,Toronto,43.6550692606,-79.4182143631,Little Italy,39,4.5,Toronto-ON,False,True
neK2pozkAHgJulKmLSU4NQ,Toronto,43.6319647065,-79.5552534257,Etobicoke,37,4.0,Toronto-ON,True,False
Fgg6-Jo9STNpb6L7V7A4xA,Toronto,43.6867619,-79.4388126,Unknown,3,4.0,Toronto-ON,True,False
suXTeO_i_WCA4Qhq7LDOnQ,Toronto,43.6388865,-79.380352,Harbourfront,8,2.5,Toronto-ON,True,False
L0T0tx47qXd15FOrLoKUng,Toronto,43.6516022,-79.3673444,Corktown,15,2.5,Toronto-ON,True,False
GjQBLRtmq8cJjekipzJ49g,Toronto,43.6688231,-79.3912041,Yorkville,135,3.0,Toronto-ON,True,False
7fSE99-qeIVXpkbNkheeHg,Mississauga,43.6265183219,-79.6788900945,Unknown,4,3.0,Mississauga-ON,True,False
6i_EXDHikHWhhDipzMt8rw,Markham,43.8610889,-79.311105,Unionville Mainstreet,129,3.5,Markham-ON,True,True
ZJdBctpe_qbXXwAVMBk0bQ,Woodbridge,43.7694757,-79.5521298,Unknown,11,3.5,Woodbridge-ON,True,False
JTIbsAs3qUq-0bNIh404ng,Toronto,43.7519042,-79.2630686,Scarborough,7,4.5,Toronto-ON,True,False
0Y9iJRZO0fKEPKGKKzNoxA,Markham,43.8186557443,-79.3304511532,Scarborough,16,3.5,Markham-ON,True,False
8Sqd1E8Jhjt3pbsoyOZ4dQ,Toronto,43.6465059,-79.3801451,Financial District,9,3.0,Toronto-ON,True,False
04VVHA-3qmGKPMBKDHFm3w,Toronto,43.651346,-79.379149,Downtown Core,10,3.0,Toronto-ON,True,False
gaEgDDKsuBVzDFg8wsF2Ig,Etobicoke,43.6392600147,-79.5377321559,Etobicoke,127,3.0,Etobicoke-ON,True,False
1Ydz_CCh9tdQziNHc0Vnjw,Newmarket,44.0494007,-79.4214827,Unknown,3,2.5,Newmarket-ON,True,False
_kXHHT8RMqx9Ro8gWXE9kA,Toronto,43.633528,-79.425126,Unknown,137,4.0,Toronto-ON,True,False
1PJpo48hSChCbriXEHGSjw,Toronto,43.6692085,-79.3972042,The Annex,51,4.0,Toronto-ON,False,True
Zs11zx1QTNgbQ11v2zyoBw,Toronto,43.6495264,-79.4204148,Ossington Strip,7,5.0,Toronto-ON,True,False
8lPxiYChdJdTV24NJvOB3Q,Markham,43.860397,-79.303184,Unionville,179,4.0,Markham-ON,True,False
AR76vawY1ohkXcwuuNF_Sw,Mississauga,43.6390985,-79.6245065,Unknown,36,4.0,Mississauga-ON,True,True
md3DvLQyWlp3RJIFl4qnPA,Toronto,43.6391179339,-79.3828910217,Harbourfront,23,2.5,Toronto-ON,False,True
H_xtDKsVhAGTAdMguD5LtQ,Toronto,43.7354605,-79.2516548,Scarborough,10,4.5,Toronto-ON,True,False
PkeaeQS8aJTeS8PS_Hl_-g,Toronto,43.708213,-79.3923668,Mount Pleasant and Davisville,3,3.0,Toronto-ON,True,False
5CSCTpBZYl_uDN7ZjSp5yQ,Toronto,43.7234908878,-79.2995269597,Scarborough,3,2.0,Toronto-ON,True,True
KIzn2qZQ7rPJWqdK1Y6-7Q,North York,43.7743776654,-79.5021059436,Unknown,5,3.0,North York-ON,True,False
G7o_8ePJQt3Ev6oMrl2Wxw,Toronto,43.7035596,-79.4135289,Unknown,6,4.5,Toronto-ON,True,False
p7VQ6-hzgpg7jzRp10wAZg,Whitby,43.8719965,-78.9180865,Unknown,4,5.0,Whitby-ON,True,False
5b5TwqnAKxiLk16PN9bO_A,Toronto,43.6498046,-79.4225229,Little Portugal,3,1.5,Toronto-ON,True,False
zDdFTcO3PcVdCdMjPuehfg,Mississauga,43.572276,-79.5640995,Unknown,11,4.5,Mississauga-ON,True,False
XKvxBdAY4M2OFTQs4aldhg,Etobicoke,43.64467,-79.5229166,Etobicoke,20,3.0,Etobicoke-ON,True,True
C7oHVsJyxNGH2D9yXUB2kw,Toronto,43.6474686,-79.3839517,Financial District,26,4.0,Toronto-ON,True,False
lcp_eVp7keL1TEBzcYkpzg,Toronto,43.6518609,-79.4743874,Bloor-West Village,7,2.5,Toronto-ON,True,False
293yjVaNSykoSBbzkWFIJw,Toronto,43.7363078,-79.3459893,Unknown,6,4.0,Toronto-ON,True,False
fahTY0JgXIC4jNfLqDbDlA,Toronto,43.6502885462,-79.3910800166,Queen Street West,23,3.5,Toronto-ON,True,False
heLF99lVDRf2Z-1kCWpHdQ,Scarborough,43.7534551,-79.2534705,Scarborough,13,2.5,Scarborough-ON,True,False
fe6YW5wLAeWQBATPf494DQ,Toronto,43.6376648,-79.3931067,Unknown,29,4.0,Toronto-ON,True,False
rsQAS-k7GldsJm7UAtVyYA,North York,43.7197925,-79.5121639,Downsview,70,4.0,North York-ON,True,False
gJo8--JL8OTV-liadNHjsw,Toronto,43.691838,-79.4665008,Unknown,16,2.5,Toronto-ON,True,False
8OyEa0ArJe8r9CDAFmCUWg,Toronto,43.7993663255,-79.199545607,Scarborough,3,2.5,Toronto-ON,True,False
kMgdZVLzAXM1JQwFsPXIlg,Toronto,43.6644362,-79.380387,Church-Wellesley Village,29,3.5,Toronto-ON,True,False
9q8V8KCLbIStR-Pj3vM7qg,Vaughan,43.8061673,-79.4231879,Unknown,18,3.0,Vaughan-ON,True,False
_k-pqsaVgvCfeMJ4AiMaZQ,Toronto,43.653226,-79.3831843,Downtown Core,3,5.0,Toronto-ON,True,False
UEkvzVCMZnRKCcVOEsHrfw,Richmond Hill,43.8645331,-79.3821783,Unknown,16,3.0,Richmond Hill-ON,True,False
M8S7poDhCIzqQx1--GB-ww,Toronto,43.650882,-79.4510015,Roncesvalles,198,3.5,Toronto-ON,True,False
uHJk9P3u_N8m1wZwbimunw,Toronto,43.6470015,-79.4042625,Niagara,13,2.5,Toronto-ON,True,False
5gxEAUGpmrtHU0jH7c7_Bw,Toronto,43.6675398561,-79.4632940597,The Junction,9,5.0,Toronto-ON,True,False
0JqPI6mv7xHloURlf0L4Mg,Toronto,43.65855,-79.382072,Ryerson,85,4.0,Toronto-ON,True,False
0drLgbfPxNN0ODVwzVc_ZA,Toronto,43.6453166,-79.3804073,Unknown,10,2.0,Toronto-ON,True,False
ocgIMnZ5J-zOhTxBkRIgHg,Vaughan,43.8453259068,-79.5349125566,Unknown,4,4.0,Vaughan-ON,True,False
I2gBGx71rBGlKSKxT1f9oQ,Toronto,43.8279523,-79.2579772,Scarborough,3,4.5,Toronto-ON,True,False
yHIm8z6U4MAVRurRb8BuyQ,Markham,43.8560961781,-79.3041536159,Unionville,36,3.0,Markham-ON,True,False
0Mhw1lD_Zwsv4Vo6oQrPWA,Toronto,43.6549211,-79.3870808,Downtown Core,17,3.5,Toronto-ON,True,False
UqcCjCbN2SIiAGm9YyaNwg,Toronto,43.6751912,-79.3434759,Riverdale,18,4.5,Toronto-ON,True,False
VtiVYhPZRmrXxMcDKT85xA,Toronto,43.6543112,-79.388878,Downtown Core,6,3.0,Toronto-ON,True,False
lrWS74jcGpdaG2bOHtzl7Q,North York,43.7342742,-79.342798,Unknown,4,3.0,North York-ON,True,False
zfDBAyCBPwvcK7ttj2f9sQ,Thornhill,43.8236508,-79.4256952,Langstaff,7,3.5,Thornhill-ON,True,False
Edk25qSih8jLcxBn2Ks9LA,Toronto,43.6435375,-79.4477342,Roncesvalles,3,2.0,Toronto-ON,True,False
zb61eT_ChYctlCXcIqlW6Q,Toronto,43.6501486153,-79.3906454023,Queen Street West,146,4.0,Toronto-ON,True,False
dLIk8-OHVzClGqtb1M91KA,Toronto,43.669144,-79.3391627,Leslieville,7,2.0,Toronto-ON,True,False
gWGewfQrHusvzSQ1u-F_HQ,Toronto,43.5953558,-79.528949,Etobicoke,8,4.5,Toronto-ON,True,False
j-_NkZGDBmnoDyv1NcZPkA,Mississauga,43.5179744387,-79.6921346884,Erin Mills,19,4.0,Mississauga-ON,True,False
5XwfpotCAvDzPyAulk_m5A,Toronto,43.6501613,-79.3777975,Downtown Core,6,3.5,Toronto-ON,True,False
v-ZHCZ28FkgZ5SLc3oHQvg,Vaughan,43.7710435,-79.545334,Unknown,5,3.5,Vaughan-ON,True,False
Pqo6KVIRp6TE2nw1pqBNpw,Pickering,43.8182733,-79.0597345,Unknown,5,4.5,Pickering-ON,False,True
xkHQc0RAnq1J7OTE0XqeqA,Oakville,43.482566,-79.6953266,Unknown,9,4.0,Oakville-ON,True,False
A8MmwHrMI0WnRTyQMdf8aQ,Mississauga,43.592098,-79.639562,Unknown,44,3.0,Mississauga-ON,True,False
cniVq1lxQood4a5XnTsvhw,Toronto,43.669529,-79.4822644,Unknown,23,3.5,Toronto-ON,True,False
ndgnPEeRSztiigwNW2IuBg,Toronto,43.7026552,-79.3877002,Mount Pleasant and Davisville,21,3.5,Toronto-ON,True,False
cPeDObAgbvJnEz-68mV53Q,Toronto,43.7041101,-79.4118662,Unknown,5,4.0,Toronto-ON,True,False
V6YcXm6mtKTjsYJxEK5HVA,Toronto,43.6456481909,-79.3907867509,Entertainment District,53,3.0,Toronto-ON,True,True
lu-C_XPURglMwqUcKtGeGg,Mississauga,43.5564443,-79.7028159,Erin Mills,5,3.5,Mississauga-ON,True,False
ugDCPgJUCRuNpHSPsMZwkw,Toronto,43.6749646,-79.405548,The Annex,202,3.0,Toronto-ON,True,False
ziHRAN_981w13UzHY383Fg,Vaughan,43.8275379017,-79.5570445061,Unknown,9,2.0,Vaughan-ON,True,False
j-w4K1ZbZJw1M9Z-CauFzA,Vaughan,43.820306666,-79.5382509099,Unknown,10,5.0,Vaughan-ON,True,False
KbtUNrTfQqGlCFVnpk2JAg,Markham,43.8657893,-79.291638,Unionville,5,3.0,Markham-ON,True,False
ZspGe6tJ3d2Y4rxwAG8h-Q,Mississauga,43.6065001162,-79.5879746494,Dixie,91,4.0,Mississauga-ON,True,False
9S1zH0IzyETk3qQej_aofw,Toronto,43.6576751,-79.399561,Chinatown,6,2.0,Toronto-ON,True,False
EEIz44ewHhOKmfTloAK13g,Toronto,43.6485391,-79.3959372,Queen Street West,196,4.5,Toronto-ON,True,True
hY77DYw8mh1WT9yypK4qyA,Etobicoke,43.6834777,-79.5933127,Etobicoke,80,2.5,Etobicoke-ON,True,True
KBWLCfWyfoXMvvBOXlABlw,Thornhil,43.8059446,-79.4209991,Langstaff,20,4.0,Thornhil-ON,True,True
LTyXnBbbVfttFN4oLqq7FQ,Pickering,43.8356257,-79.086016,Unknown,11,3.5,Pickering-ON,True,False
aDWOXQVSvRPOpqcJ1ja0_Q,Toronto,43.6477808,-79.4018524,Alexandra Park,76,4.0,Toronto-ON,True,False
DfLF3QDZq2RA-8J3Adrxhg,Toronto,43.6709549,-79.2966801,The Beach,7,3.5,Toronto-ON,True,True
-_HD4JsQvmjUuVOdmSN6Jw,Whitby,43.8717859,-78.9067758,Unknown,3,2.5,Whitby-ON,True,False
GlVFfWKY7p0CKLC-bfTalw,Toronto,43.641684,-79.430146,Parkdale,19,3.0,Toronto-ON,True,False
bE7zwbaBHFb_EKWL5qOhHQ,Toronto,43.6477264,-79.3962471,Downtown Core,30,4.5,Toronto-ON,True,False
-VaOrwywNOhgRsfxhb4Aug,Vaughan,43.827523194,-79.5401382209,Unknown,28,4.5,Vaughan-ON,True,False
fIcKzkoWIH1baDGywOaifQ,Toronto,43.6478512,-79.4006604,Alexandra Park,49,3.5,Toronto-ON,True,True
IfUPAiF3qMPi27gi-_UZzg,Toronto,43.7686976,-79.4131633,Willowdale,4,3.0,Toronto-ON,True,False
P8p9Ni-Kft1uh1c7Pmmw8g,Toronto,43.6651843899,-79.4107031822,Unknown,78,3.0,Toronto-ON,False,True
9XM4MDo4RjpWQsjZkVcBOA,Toronto,43.6656129465,-79.4724570215,The Junction,27,4.0,Toronto-ON,True,False
bO_XtMjGqV-l8x023KREpg,Brampton,43.658592,-79.7263062,Unknown,6,4.0,Brampton-ON,True,False
3stSrS4DE1SeYMC6usnbbg,Toronto,43.653226,-79.3831843,Downtown Core,3,4.5,Toronto-ON,True,False
jd7mPoYvlvcKye_iPRefcQ,Toronto,43.6473468,-79.3750764,St. Lawrence,3,4.5,Toronto-ON,False,True
NECnXyZ8SCjQICOBhG7wTg,Toronto,43.6665811534,-79.4058116738,The Annex,106,4.0,Toronto-ON,True,False
iQz9XsaWS-ehRQCOVuF0OQ,Toronto,43.6668459696,-79.4011230022,University of Toronto,6,2.5,Toronto-ON,True,False
OW0M6B6XZvS7P2-PtPvXyA,Pickering,43.836152,-79.090086,Unknown,20,4.0,Pickering-ON,True,False
splcXDtI5-UUERmGi2wmNA,Toronto,43.6512157635,-79.3832893079,Downtown Core,5,4.0,Toronto-ON,True,False
c-6ECG_qjX09UBOI1VrZyg,Etobicoke,43.640627,-79.54215,Etobicoke,36,4.0,Etobicoke-ON,True,False
iGqGde420TlBrKcU43TEog,Vaughan,43.7930714,-79.4464352,Unknown,145,3.5,Vaughan-ON,True,False
RVXuyfudzpaPeHisGcPNsA,Toronto,43.7072045,-79.3974112,Yonge and Eglinton,7,3.0,Toronto-ON,True,True
CgJddyi3Han1Hu78D0sYsA,Toronto,43.6653247111,-79.4528076801,The Junction,28,4.5,Toronto-ON,True,True
un1QSG18sZtO3lSuuHILrg,Toronto,43.6712445,-79.4646585,The Junction,11,5.0,Toronto-ON,True,False
ZdSFgCsxEZ1nRuaE3Zu6bA,Toronto,43.6210938,-79.5467088,Etobicoke,15,2.5,Toronto-ON,True,False
Y82nxZanrGxrYWAXXKpqtA,Whitby,43.8669252,-78.9324926,Unknown,7,3.0,Whitby-ON,True,False
WbS58nfQQZaxWk1BUPBuJQ,Toronto,43.6505779,-79.3765364,Downtown Core,132,4.5,Toronto-ON,True,False
IBZ6e3P0OqcPXVjvGlpueQ,Toronto,43.6759128,-79.358405,Riverdale,129,3.5,Toronto-ON,True,False
GaUQ63TSssoD_HwCNyL4cQ,Toronto,43.6627936,-79.402806,Unknown,52,3.5,Toronto-ON,True,False
ntasi-3RahuTjPEkN181ug,Toronto,43.6644041,-79.3801589,Church-Wellesley Village,42,4.0,Toronto-ON,False,True
m-HMvJPKy5e7XXk8-jr9BA,Toronto,43.6483999425,-79.3736010667,St. Lawrence,15,3.5,Toronto-ON,True,False
NzmJJvTEotNCEduQUcIwBg,Toronto,43.686104807,-79.3929256287,Yonge and St. Clair,5,3.0,Toronto-ON,True,False
oDBz4UnpaAVkBFGEAUaQPA,Markham,43.8487054436,-79.3478671201,Brown's Corners,104,4.0,Markham-ON,True,False
b1ftXQkLO7NOn3nNNmGSNQ,Toronto,43.658184,-79.3998009,Chinatown,10,3.0,Toronto-ON,True,False
AMug9zQbMrdw7aM1EaMDsw,Toronto,43.6458287298,-79.5601339742,Etobicoke,11,3.5,Toronto-ON,True,True
OOR7VcqIARWprmRH9NWEMA,Toronto,43.6497483,-79.387175,Entertainment District,5,2.0,Toronto-ON,True,False
j4ytRzcmtU4cLMBrhY7jMA,Brampton,43.7073327722,-79.7897509783,Unknown,18,3.5,Brampton-ON,True,False
aY26EcqiP-AbcKTn23PqpQ,Toronto,43.7072693,-79.3996009,Yonge and Eglinton,10,3.5,Toronto-ON,True,False
Q22nT5s_PTMS08QkWkrL5Q,North York,43.7792994,-79.4158575,Willowdale,24,3.5,North York-ON,False,True
wwo-34hVqKcZ5J8pMoxdVA,North York,43.7591020731,-79.4105968997,Unknown,22,3.0,North York-ON,True,False
3EhUtCkIceiY4A2y24sWSA,Mississauga,43.6386870026,-79.6237713557,Unknown,4,3.0,Mississauga-ON,True,False
j89qFSIQFwIBxSs7OnvSMQ,Toronto,43.7734031677,-79.3895645142,Bayview Village,35,3.0,Toronto-ON,True,False
HPjOwB5dgIMdL3DOk6abGw,Brampton,43.7647259096,-79.7486740547,Unknown,7,3.0,Brampton-ON,True,False
5VOqWjRXUPc7b1A_NSI9mQ,Scarborough,43.7917781,-79.2503996,Scarborough,17,3.5,Scarborough-ON,True,False
Oqp45gOTgqPIkvdvZCdsug,Mississauga,43.5860950708,-79.6103358653,Cooksville,4,4.0,Mississauga-ON,True,False
akt3IzE5eVTyNJY9RKarJw,Markham,43.860397,-79.303184,Unionville,5,3.5,Markham-ON,True,False
Zrr8wJQOtTgdgh6i87Qrkw,Richmond Hill,43.8533991511,-79.3836061656,Unknown,140,4.0,Richmond Hill-ON,True,False
ycZRyUBfitNEkV_AKTnjYg,Toronto,43.6616128,-79.3831641,Downtown Core,24,2.5,Toronto-ON,True,False
dNaAM0YUVQtkYJJ8SPYerw,Toronto,43.7058403,-79.3889303,Mount Pleasant and Davisville,3,4.5,Toronto-ON,True,False
W6a4YlhU5JpiAippBylaow,Richmond Hill,43.877145,-79.414096,Unknown,9,4.5,Richmond Hill-ON,True,False
RG18JTuxSiiKVHiqBF_SQw,Mississauga,43.623214,-79.5702653,Unknown,9,4.0,Mississauga-ON,True,False
zcVOPzc0h5rNPVlIzowBvQ,Toronto,43.7066683,-79.3893064,Mount Pleasant and Davisville,8,4.5,Toronto-ON,True,False
yF0IsXnhiimqZHG9gakvOg,Mississauga,43.6535451,-79.6442017,Hanlan,83,3.0,Mississauga-ON,True,False
DV341cpTqEDdT3_iST3Sgw,Toronto,43.7005187,-79.4284633,Unknown,3,3.0,Toronto-ON,True,True
klu0zF1rWAoNAhKPsFyUog,Toronto,43.7098882,-79.3635484,Unknown,95,3.5,Toronto-ON,False,True
4NlY7ECgX8Colkl0mBaaeQ,Toronto,43.6738585,-79.4697338,Unknown,8,4.5,Toronto-ON,True,False
-T7uyu_RZx7LQqzLMVI3ZQ,Mississauga,43.6493157,-79.686543,Unknown,3,3.0,Mississauga-ON,True,False
